data_pt,px,py,dataset,num_points,q_min,q_max,filename
54,-9.0,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0054_1D.csv
55,-9.0,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0055_1D.csv
56,-9.0,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0056_1D.csv
57,-9.0,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0057_1D.csv
58,-9.0,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0058_1D.csv
59,-9.0,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0059_1D.csv
60,-9.0,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0060_1D.csv
61,-9.0,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0061_1D.csv
62,-9.0,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0062_1D.csv
63,-9.0,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0063_1D.csv
64,-9.0,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0064_1D.csv
65,-9.0,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0065_1D.csv
66,-9.0,-31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0066_1D.csv
67,-4.5,31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0067_1D.csv
68,-4.5,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0068_1D.csv
69,-4.5,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0069_1D.csv
70,-4.5,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0070_1D.csv
71,-4.5,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0071_1D.csv
72,-4.5,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0072_1D.csv
73,-4.5,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0073_1D.csv
74,-4.5,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0074_1D.csv
75,-4.5,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0075_1D.csv
76,-4.5,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0076_1D.csv
77,-4.5,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0077_1D.csv
78,-4.5,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0078_1D.csv
79,-4.5,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0079_1D.csv
80,-4.5,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0080_1D.csv
81,-4.5,-31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0081_1D.csv
82,0.0,31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0082_1D.csv
83,0.0,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0083_1D.csv
84,0.0,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0084_1D.csv
85,0.0,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0085_1D.csv
86,0.0,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0086_1D.csv
87,0.0,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0087_1D.csv
88,0.0,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0088_1D.csv
89,0.0,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0089_1D.csv
90,0.0,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0090_1D.csv
91,0.0,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0091_1D.csv
92,0.0,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0092_1D.csv
93,0.0,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0093_1D.csv
94,0.0,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0094_1D.csv
95,0.0,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0095_1D.csv
96,0.0,-31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0096_1D.csv
97,4.5,31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0097_1D.csv
98,4.5,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0098_1D.csv
99,4.5,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0099_1D.csv
100,4.5,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0100_1D.csv
101,4.5,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0101_1D.csv
102,4.5,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0102_1D.csv
103,4.5,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0103_1D.csv
104,4.5,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0104_1D.csv
105,4.5,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0105_1D.csv
106,4.5,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0106_1D.csv
107,4.5,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0107_1D.csv
108,4.5,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0108_1D.csv
109,4.5,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0109_1D.csv
110,4.5,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0110_1D.csv
111,4.5,-31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0111_1D.csv
112,9.0,31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0112_1D.csv
113,9.0,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0113_1D.csv
114,9.0,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0114_1D.csv
115,9.0,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0115_1D.csv
116,9.0,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0116_1D.csv
117,9.0,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0117_1D.csv
118,9.0,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0118_1D.csv
119,9.0,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0119_1D.csv
120,9.0,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0120_1D.csv
121,9.0,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0121_1D.csv
122,9.0,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0122_1D.csv
123,9.0,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0123_1D.csv
124,9.0,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0124_1D.csv
125,9.0,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0125_1D.csv
126,9.0,-31.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0126_1D.csv
127,13.5,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0127_1D.csv
128,13.5,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0128_1D.csv
129,13.5,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0129_1D.csv
130,13.5,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0130_1D.csv
131,13.5,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0131_1D.csv
132,13.5,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0132_1D.csv
133,13.5,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0133_1D.csv
134,13.5,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0134_1D.csv
135,13.5,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0135_1D.csv
136,13.5,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0136_1D.csv
137,13.5,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0137_1D.csv
138,13.5,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0138_1D.csv
139,13.5,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0139_1D.csv
140,18.0,27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0140_1D.csv
141,18.0,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0141_1D.csv
142,18.0,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0142_1D.csv
143,18.0,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0143_1D.csv
144,18.0,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0144_1D.csv
145,18.0,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0145_1D.csv
146,18.0,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0146_1D.csv
147,18.0,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0147_1D.csv
148,18.0,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0148_1D.csv
149,18.0,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0149_1D.csv
150,18.0,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0150_1D.csv
151,18.0,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0151_1D.csv
152,18.0,-27.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0152_1D.csv
153,22.5,22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0153_1D.csv
154,22.5,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0154_1D.csv
155,22.5,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0155_1D.csv
156,22.5,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0156_1D.csv
157,22.5,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0157_1D.csv
158,22.5,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0158_1D.csv
159,22.5,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0159_1D.csv
160,22.5,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0160_1D.csv
161,22.5,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0161_1D.csv
162,22.5,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0162_1D.csv
163,22.5,-22.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0163_1D.csv
164,27.0,18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0164_1D.csv
165,27.0,13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0165_1D.csv
166,27.0,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0166_1D.csv
167,27.0,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0167_1D.csv
168,27.0,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0168_1D.csv
169,27.0,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0169_1D.csv
170,27.0,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0170_1D.csv
171,27.0,-13.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0171_1D.csv
172,27.0,-18.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0172_1D.csv
173,31.5,9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0173_1D.csv
174,31.5,4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0174_1D.csv
175,31.5,0.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0175_1D.csv
176,31.5,-4.5,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0176_1D.csv
177,31.5,-9.0,JHS007_X_11202019_Processed,1000,1,8,JHS007_X_11292019_CoSbZr500_t60_0177_1D.csv
