data_pt,px,py,dataset,num_points,q_min,q_max,filename
104,4.5,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0104_bkgdSub_1D.csv
105,4.5,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0105_bkgdSub_1D.csv
106,4.5,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0106_bkgdSub_1D.csv
107,4.5,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0107_bkgdSub_1D.csv
108,4.5,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0108_bkgdSub_1D.csv
109,4.5,-22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0109_bkgdSub_1D.csv
110,4.5,-27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0110_bkgdSub_1D.csv
111,4.5,-31.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0111_bkgdSub_1D.csv
112,9.0,31.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0112_bkgdSub_1D.csv
113,9.0,27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0113_bkgdSub_1D.csv
114,9.0,22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0114_bkgdSub_1D.csv
115,9.0,18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0115_bkgdSub_1D.csv
116,9.0,13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0116_bkgdSub_1D.csv
117,9.0,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0117_bkgdSub_1D.csv
118,9.0,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0118_bkgdSub_1D.csv
119,9.0,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0119_bkgdSub_1D.csv
120,9.0,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0120_bkgdSub_1D.csv
121,9.0,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0121_bkgdSub_1D.csv
122,9.0,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0122_bkgdSub_1D.csv
123,9.0,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0123_bkgdSub_1D.csv
124,9.0,-22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0124_bkgdSub_1D.csv
125,9.0,-27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0125_bkgdSub_1D.csv
126,9.0,-31.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0126_bkgdSub_1D.csv
127,13.5,27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0127_bkgdSub_1D.csv
128,13.5,22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0128_bkgdSub_1D.csv
129,13.5,18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0129_bkgdSub_1D.csv
130,13.5,13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0130_bkgdSub_1D.csv
131,13.5,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0131_bkgdSub_1D.csv
132,13.5,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0132_bkgdSub_1D.csv
133,13.5,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0133_bkgdSub_1D.csv
134,13.5,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0134_bkgdSub_1D.csv
135,13.5,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0135_bkgdSub_1D.csv
136,13.5,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0136_bkgdSub_1D.csv
137,13.5,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0137_bkgdSub_1D.csv
138,13.5,-22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0138_bkgdSub_1D.csv
139,13.5,-27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0139_bkgdSub_1D.csv
140,18.0,27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0140_bkgdSub_1D.csv
141,18.0,22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0141_bkgdSub_1D.csv
142,18.0,18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0142_bkgdSub_1D.csv
143,18.0,13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0143_bkgdSub_1D.csv
144,18.0,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0144_bkgdSub_1D.csv
145,18.0,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0145_bkgdSub_1D.csv
146,18.0,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0146_bkgdSub_1D.csv
147,18.0,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0147_bkgdSub_1D.csv
148,18.0,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0148_bkgdSub_1D.csv
149,18.0,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0149_bkgdSub_1D.csv
150,18.0,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0150_bkgdSub_1D.csv
151,18.0,-22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0151_bkgdSub_1D.csv
152,18.0,-27.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0152_bkgdSub_1D.csv
153,22.5,22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0153_bkgdSub_1D.csv
154,22.5,18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0154_bkgdSub_1D.csv
155,22.5,13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0155_bkgdSub_1D.csv
156,22.5,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0156_bkgdSub_1D.csv
157,22.5,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0157_bkgdSub_1D.csv
158,22.5,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0158_bkgdSub_1D.csv
159,22.5,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0159_bkgdSub_1D.csv
160,22.5,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0160_bkgdSub_1D.csv
161,22.5,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0161_bkgdSub_1D.csv
162,22.5,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0162_bkgdSub_1D.csv
163,22.5,-22.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0163_bkgdSub_1D.csv
164,27.0,18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0164_bkgdSub_1D.csv
165,27.0,13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0165_bkgdSub_1D.csv
166,27.0,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0166_bkgdSub_1D.csv
167,27.0,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0167_bkgdSub_1D.csv
168,27.0,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0168_bkgdSub_1D.csv
169,27.0,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0169_bkgdSub_1D.csv
170,27.0,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0170_bkgdSub_1D.csv
171,27.0,-13.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0171_bkgdSub_1D.csv
172,27.0,-18.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0172_bkgdSub_1D.csv
173,31.5,9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0173_bkgdSub_1D.csv
174,31.5,4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0174_bkgdSub_1D.csv
175,31.5,0.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0175_bkgdSub_1D.csv
176,31.5,-4.5,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0176_bkgdSub_1D.csv
177,31.5,-9.0,TiNiSn_500C,1000,1,8,TiNiSn_500C_Y20190218_14x14_t60_0177_bkgdSub_1D.csv
